,Processor,RAM,Operating System,SSD,Display,Warranty,HDD,Rating,MRP,Generation,RAM In GB,RAM TYPE,Feature,Storage,Touch Display
79,Apple M1 Pro ,16 GB Unified Memory,Mac OS,512,14.2,1,0,4.8,181990.0,any,16,UnifiedMemory,"Apple M1 Pro Processor16 GB Unified Memory RAMMac OS Operating System512 GB SSD36.07 cm (14.2 inch) DisplayiMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty",512,0
80,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
81,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
82,AMD Ryzen 9 Octa Core ,16 GB DDR4,64 bit Windows 11,1024,15.6,1,0,4.6,109990.0,5th Gen,16,DDR4,AMD Ryzen 9 Octa Core Processor (5th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year On-Site Warranty,1024,0
83,Qualcomm Snapdragon 7c Gen 2 ,4 GB LPDDR4X,Windows 11,0,14.0,1,128,4.4,32990.0,any,4,LPDDR4X,Qualcomm Snapdragon 7c Gen 2 Processor4 GB LPDDR4X RAMWindows 11 Operating System35.56 cm (14 Inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,128,0
84,Intel Core i5 ,16 GB LPDDR4X,64 bit Windows 11,512,14.0,1,0,4.1,37990.0,10th Gen,16,LPDDR4X,Intel Core i5 Processor (10th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayNA1 Year Onsite Warranty,512,0
85,Apple M2 ,8 GB Unified Memory,Mac OS,512,13.6,1,0,5.0,139990.0,any,8,UnifiedMemory,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty",512,0
86,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
87,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
88,Intel Core i3 ,4 GB DDR4,64 bit Windows 11,256,15.6,1,0,4.4,29990.0,10th Gen,4,DDR4,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,256,0
89,Intel Celeron Dual Core ,4 GB DDR4,Chrome,0,14.0,1,128,4.321170395869192,19490.0,any,4,DDR4,Intel Celeron Dual Core Processor4 GB DDR4 RAMChrome Operating System35.56 cm (14 Inch) Display1 Year Carry-in Warranty,128,0
90,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
91,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.5,73490.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,512,0
92,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 11,256,15.6,1,1024,4.4,52990.0,any,8,DDR4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,1280,0
93,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.2,41890.0,11th Gen,8,DDR4,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office 2021 Home & Student, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty",512,0
94,Intel Pentium Silver ,8 GB DDR4,64 bit Windows 11,256,15.6,1,0,4.2,30428.0,any,8,DDR4,"Processor: Intel PQC-N5030 (1.10 GHz up to 3.10 GHz)RAM & Storage: 8GB DDR4 & 256GB SSDDisplay: 15.6"" HD AG Narrow BorderSoftware: Win 11 + Office H&S 20212x USB 3.2 Gen1 ,1x USB 2.0, HDMI 1.4, SD Card reader, Audio jack, 1 M.2 2230/2280 slot for solid-state drive/Intel OptaneWiFi & BT: 802.11ac 1x1 WiFi and BluetoothIntel Pentium Silver Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty",256,0
95,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.1,34990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW),512,0
96,Intel Celeron Dual Core ,4 GB DDR4,Chrome,0,14.0,1,128,4.321170395869192,19490.0,any,4,DDR4,Intel Celeron Dual Core Processor4 GB DDR4 RAMChrome Operating System35.56 cm (14 Inch) Display1 Year Carry-in Warranty,128,0
97,Intel Core i3 ,4 GB DDR4,64 bit Windows 11,256,15.6,1,0,4.4,29990.0,10th Gen,4,DDR4,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,256,0
98,Apple M1 ,8 GB DDR4,Mac OS,256,13.3,0,0,4.7,88990.0,any,8,DDR4,"Apple M1 Processor8 GB DDR4 RAMMac OS Operating System256 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",256,0
99,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
100,Intel Core i7 ,8 GB DDR4,64 bit Windows 10,512,15.6,2,0,4.4,65990.0,11th Gen,8,DDR4,Intel Core i7 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-In Warranty Term,512,0
101,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.1,33490.0,10th Gen,8,DDR4,"Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11, Microsoft Office H&S 2021, 1 Year McAfee1 Year Onsite Warranty",512,0
102,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,14.0,1,0,4.1,60990.0,12th Gen,16,DDR4,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,512,0
103,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
104,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.3,46990.0,any,8,DDR4,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart1 Year Onsite Warranty",512,0
105,AMD Ryzen 7 Octa Core ,16 GB DDR4,64 bit Windows 11,512,15.6,0,0,4.3,59990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year onsite warranty,512,0
106,Intel Core i7 ,16 GB DDR4,64 bit Windows 10,1024,15.6,2,0,4.2,114990.0,11th Gen,16,DDR4,"Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplaySilver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 32 Year Warranty Term for Gaming & Content Creation (EU-WE)",1024,0
107,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
108,Intel Core i7 ,16 GB DDR4,Windows 10,1024,16.0,1,0,4.3,119990.0,11th Gen,16,DDR4,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 10 Operating System1 TB SSD40.64 cm (16 inch) DisplayOffice Home and Student 2019 included1 Year Onsite Warranty,1024,0
109,Intel Core i5 ,8 GB LPDDR4X,64 bit Windows 11,512,15.6,1,0,4.3,42990.0,11th Gen,8,LPDDR4X,Intel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,512,0
110,Intel Core i5 ,16 GB LPDDR5,64 bit Windows 11,512,15.6,1,0,4.6,89990.0,12th Gen,16,LPDDR5,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,512,0
111,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
112,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.5,79990.0,any,8,DDR4,"AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 Home, MSI Center, CoolerBoost1 Year On-Site & Carry-In Warranty",512,0
113,Intel Core i5 ,8 GB DDR4,Windows 11,1024,15.6,0,0,4.8,70990.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 YEAR,1024,0
114,Intel Core i3 ,8 GB DDR4,Windows 11,256,15.6,1,0,4.321170395869192,33900.0,10th Gen,8,DDR4,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,256,0
115,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
116,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,512,14.0,1,0,4.4,59990.0,11th Gen,8,DDR4,Powered by 11th Gen Intel Evo Core i5 ProcessorMicrosoft Office 2019 Home & Student IncludedStylish Thin and Light Laptop without Optical Disk DriveIntel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2019 Home & Student1 Year Domestic Warranty,512,0
117,Intel Core i7 ,16 GB LPDDR4X,64 bit Windows 11,512,15.6,1,0,4.8,52990.0,11th Gen,16,LPDDR4X,Intel Core i7 Processor (11th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,512,0
118,Apple M1 ,16 GB DDR4,Mac OS,512,13.3,1,0,4.7,124990.0,any,16,DDR4,"Apple M1 Processor16 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty",512,0
119,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
120,Intel Core i3 ,8 GB DDR4,Windows 11,256,15.6,1,0,4.2,31990.0,11th Gen,8,DDR4,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",256,0
121,AMD Ryzen 5 Hexa Core ,16 GB DDR4,Windows 11,512,15.6,1,0,4.3,66990.0,any,16,DDR4,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW),512,0
122,AMD Ryzen 7 Octa Core ,16 GB DDR4,64 bit Windows 11,512,15.6,0,0,5.0,89081.0,any,16,DDR4,"NVIDIA RTX 3050 Graphics upto 90W TGP15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border)Alienware Command CenterAMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Premium Support",512,0
123,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
124,Apple M1 ,8 GB DDR4,Mac OS,512,13.3,0,0,4.7,104990.0,any,8,DDR4,"Apple M1 Processor8 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayiMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",512,0
125,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,53490.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Years Onsite Warranty,512,0
126,Intel Core i3 ,8 GB LPDDR4X,64 bit Windows 11,256,14.0,0,0,4.5,45990.0,11th Gen,8,LPDDR4X,Intel Core i3 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year onsite warranty,256,1
127,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
128,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.5,45990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,512,0
129,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.4,51990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 Home, MSI Center, CoolerBoost2 Year On-Site & Carry-In Warranty",512,0
130,AMD Ryzen 7 Octa Core ,16 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.3,75990.0,any,16,DDR4,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display""HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart, Microsoft Office Home & Student 2019 ""1 Year Onsite Warranty",512,0
131,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
132,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,15.6,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,256,0
133,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,14.0,1,0,3.7,78800.0,11th Gen,16,DDR4,"Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display""Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart ""1 Year Onsite Warranty",512,1
134,AMD Athlon Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.2,29390.0,any,8,DDR4,AMD Athlon Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
135,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
136,Intel Core i3 ,8 GB LPDDR4X,64 bit Windows 11,256,14.0,1,0,4.3,30990.0,10th Gen,8,LPDDR4X,Intel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 year Onsite Warranty,256,0
137,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.1,62490.0,12th Gen,16,DDR4,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
138,Intel Core i7 ,16 GB DDR4,64 bit Windows 11,512,14.0,1,0,3.8,89990.0,12th Gen,16,DDR4,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,512,0
139,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
140,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.1,58899.0,12th Gen,8,DDR4,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
141,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.5,85990.0,12th Gen,16,DDR4,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-In Warranty Term,512,0
142,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,0,35.0,1,1024,3.8,33099.0,any,8,DDR4,"Processor: AMD Ryzen 3-3250U (2.60 GHz up to 3.50 GHz)RAM & Storage: 8GB DDR4 (2 DIMM Slots) & 1TB HDDSoftware: Win 11 + Office H&S 2021Display: 14.0"" FHD WVA AG Narrow BorderPorts: USB 3.2 Gen 1 (x2), USB2.0 (x1), HDMI 1.4, SD Media Card Reader (SD, SDHC, SDXC), RJ45 - 10/100MbpsWiFi & BT: 802.11ac 1x1 WiFi and BluetoothAMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD88.9 cm (35 cm) DisplayMicrosoft Office Home and Student 20211 Year Onsite Warranty1 Year Onsite Warranty",1024,0
143,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
144,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.5,73490.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,512,0
145,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,256,15.6,1,1024,4.3,63490.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,1280,0
146,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
147,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
148,AMD Ryzen 5 Quad Core ,8 GB DDR4,32 bit Windows 11,512,14.0,1,0,4.2,38990.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM32 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,512,0
149,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,512,16.1,1,0,4.3,67990.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,512,0
150,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
151,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
152,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.2,39790.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
153,Apple M1 Pro ,16 GB Unified Memory,Mac OS,1024,16.2,1,0,4.8,241990.0,any,16,UnifiedMemory,"Apple M1 Pro Processor16 GB Unified Memory RAMMac OS Operating System1 TB SSD41.15 cm (16.2 inch) DisplayiMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty",1024,0
154,Apple M1 ,8 GB DDR4,Mac OS,512,13.3,0,0,4.6,104990.0,any,8,DDR4,"Apple M1 Processor8 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",512,0
